Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Time Zone,Population,Population Density,Longitude,Latitude
2021-05-01,124,2,118,4,11169,441,9728,1000,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-01,142,10,165,-33,44813,1346,42135,1332,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-01,53,0,28,25,47396,1210,44239,1947,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-01,102,0,40,62,6884,172,5884,828,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-01,926,15,793,118,409540,6681,395761,7098,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-01,128,4,330,-206,39644,960,34736,3948,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-01,6,4,49,-47,5399,165,5078,156,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-01,4512,131,4344,37,1672880,45652,1526978,100250,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-01,60,3,50,7,7730,114,6219,1397,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-01,782,6,590,186,283457,3770,248401,31286,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-01,202,20,231,-49,184970,8436,165674,10860,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-01,231,20,202,9,147959,10713,135321,1925,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-01,98,0,68,30,7836,44,6827,965,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-01,88,4,99,-15,33046,945,29939,2162,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-01,108,1,12,95,20179,449,16993,2737,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-01,137,1,192,-56,68764,1641,65387,1736,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-01,7,0,7,0,11752,186,11034,532,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-01,200,2,142,56,13646,213,11747,1686,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-01,180,1,111,68,11355,257,9752,1346,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-01,66,0,35,31,16041,816,13927,1298,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-01,0,0,3,-3,7530,118,7131,281,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-01,0,0,0,0,4417,120,4147,150,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-01,18,0,35,-17,10459,379,7877,2203,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-01,31,0,20,11,14384,374,12562,1448,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-01,0,0,9,-9,20365,260,11326,8779,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-01,32,0,32,0,8974,151,8547,276,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-01,377,15,333,29,44654,1100,38653,4901,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-01,3,0,0,3,5450,118,5253,79,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-01,25,0,16,9,61519,932,60234,353,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-01,20,2,25,-7,12302,334,11213,755,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-01,7,1,1,5,10427,210,9885,332,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-01,6,0,16,-10,15655,505,13086,2064,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-01,179,8,333,-162,37110,803,34007,2300,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-01,147,5,74,68,20595,997,18087,1511,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-01,59,4,56,-1,29458,974,26182,2302,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-02,68,7,52,9,11237,448,9780,1009,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-02,86,5,61,20,44899,1351,42196,1352,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-02,55,2,68,-15,47451,1212,44307,1932,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-02,75,1,47,27,6959,173,5931,855,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-02,854,10,984,-140,410394,6691,396745,6958,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-02,180,5,308,-133,39824,965,35044,3815,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-02,0,1,2,-3,5399,166,5080,153,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-02,4394,144,3740,510,1677274,45796,1530718,100760,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-02,78,2,33,43,7808,116,6252,1440,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-02,710,9,548,153,284167,3779,248949,31439,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-02,178,18,80,80,185148,8454,165754,10940,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-02,206,29,208,-31,148165,10742,135529,1894,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-02,95,1,73,21,7931,45,6900,986,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-02,12,4,62,-54,33058,949,30001,2108,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-02,49,3,13,33,20228,452,17006,2770,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-02,52,5,128,-81,68816,1646,65515,1655,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-02,34,0,1,33,11786,186,11035,565,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-02,93,4,89,0,13739,217,11836,1686,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-02,145,0,8,137,11500,257,9760,1483,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-02,75,0,26,49,16116,816,13953,1347,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-02,5,0,7,-2,7535,118,7138,279,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-02,0,0,0,0,4417,120,4147,150,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-02,29,1,6,22,10488,380,7883,2225,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-02,252,3,173,76,14636,377,12735,1524,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-02,0,0,14,-14,20365,260,11340,8765,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-02,12,0,9,3,8986,151,8556,279,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-02,583,16,344,223,45237,1116,38997,5124,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-02,22,1,6,15,5472,119,5259,94,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-02,4,0,13,-9,61523,932,60247,344,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-02,14,1,11,2,12316,335,11224,757,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-02,0,1,0,-1,10427,211,9885,331,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-02,1,3,143,-145,15656,508,13229,1919,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-02,270,6,137,127,37380,809,34144,2427,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-02,130,8,44,78,20725,1005,18131,1589,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-02,64,2,59,3,29522,976,26241,2305,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-03,56,1,14,41,11293,449,9794,1050,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-03,105,9,131,-35,45004,1360,42327,1317,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-03,126,0,44,82,47577,1212,44351,2014,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-03,7,1,15,-9,6966,174,5946,846,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-03,757,20,687,50,411151,6711,397432,7008,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-03,157,5,332,-180,39981,970,35376,3635,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-03,3,2,3,-2,5402,168,5083,151,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-03,4730,153,4773,-196,1682004,45949,1535491,100564,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-03,82,1,44,37,7890,117,6296,1477,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-03,1179,18,1038,123,285346,3797,249987,31562,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-03,540,32,598,-90,185688,8486,166352,10850,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-03,217,20,253,-56,148382,10762,135782,1838,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-03,0,1,0,-1,7931,46,6900,985,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-03,34,1,45,-12,33092,950,30046,2096,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-03,74,0,167,-93,20302,452,17173,2677,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-03,84,5,177,-98,68900,1651,65692,1557,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-03,18,0,44,-26,11804,186,11079,539,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-03,82,1,140,-59,13821,218,11976,1627,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-03,153,0,0,153,11653,257,9760,1636,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-03,95,1,60,34,16211,817,14013,1381,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-03,14,0,0,14,7549,118,7138,293,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-03,3,0,33,-30,4420,120,4180,120,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-03,129,2,28,99,10617,382,7911,2324,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-03,61,1,62,-2,14697,378,12797,1522,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-03,0,0,16,-16,20365,260,11356,8749,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-03,1,2,27,-28,8987,153,8583,251,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-03,341,18,398,-75,45578,1134,39395,5049,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-03,2,0,4,-2,5474,119,5263,92,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-03,13,0,9,4,61536,932,60256,348,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-03,56,2,94,-40,12372,337,11318,717,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-03,0,1,13,-14,10427,212,9898,317,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-03,0,1,9,-10,15656,509,13238,1909,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-03,58,5,98,-45,37438,814,34242,2382,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-03,113,9,252,-148,20838,1014,18383,1441,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-03,68,1,60,7,29590,977,26301,2312,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-04,98,5,9,84,11391,454,9803,1134,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-04,150,9,123,18,45154,1369,42450,1335,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-04,112,4,163,-55,47689,1216,44514,1959,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-04,54,0,38,16,7020,174,5984,862,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-04,416,18,586,-188,411567,6729,398018,6820,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-04,159,11,254,-106,40140,981,35630,3529,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-04,4,0,4,0,5406,168,5087,151,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-04,4369,188,5658,-1477,1686373,46137,1541149,99087,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-04,50,3,63,-16,7940,120,6359,1461,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-04,909,27,1259,-377,286255,3824,251246,31185,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-04,382,27,659,-304,186070,8513,167011,10546,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-04,290,33,250,7,148672,10795,136032,1845,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-04,117,0,99,18,8048,46,6999,1003,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-04,56,5,224,-173,33148,955,30270,1923,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-04,101,0,243,-142,20403,452,17416,2535,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-04,137,4,107,26,69037,1655,65799,1583,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-04,17,0,20,-3,11821,186,11099,536,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-04,167,2,223,-58,13988,220,12199,1569,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-04,134,3,173,-42,11787,260,9933,1594,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-04,52,3,39,10,16263,820,14052,1391,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-04,0,0,0,0,7549,118,7138,293,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-04,1,0,6,-5,4421,120,4186,115,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-04,30,6,24,0,10647,388,7935,2324,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-04,59,0,25,34,14756,378,12822,1556,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-04,3,0,5,-2,20368,260,11361,8747,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-04,21,0,6,15,9008,153,8589,266,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-04,483,7,331,145,46061,1141,39726,5194,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-04,0,0,7,-7,5474,119,5270,85,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-04,21,0,8,13,61557,932,60264,361,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-04,22,1,97,-76,12394,338,11415,641,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-04,4,0,0,4,10431,212,9898,321,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-04,6,0,66,-60,15662,509,13304,1849,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-04,144,5,223,-84,37582,819,34465,2298,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-04,111,10,166,-65,20949,1024,18549,1376,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-04,63,0,65,-2,29653,977,26366,2310,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-05,91,6,18,67,11482,460,9821,1201,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-05,128,9,126,-7,45282,1378,42576,1328,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-05,73,3,193,-123,47762,1219,44707,1836,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-05,35,0,41,-6,7055,174,6025,856,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-05,845,12,687,146,412412,6741,398705,6966,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-05,232,6,261,-35,40372,987,35891,3494,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-05-05,4,0,13,-9,5410,168,5100,142,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-05-05,5285,212,5943,-870,1691658,46349,1547092,98217,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-05-05,102,2,63,37,8042,122,6422,1498,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-05-05,979,26,1376,-423,287234,3850,252622,30762,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-05-05,544,59,586,-101,186614,8572,167597,10445,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-05-05,271,28,225,18,148943,10823,136257,1863,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-05-05,116,4,100,12,8164,50,7099,1015,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-05-05,108,3,211,-106,33256,958,30481,1817,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-05-05,91,1,338,-248,20494,453,17754,2287,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-05-05,137,5,102,30,69174,1660,65901,1613,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-05-05,3,2,13,-12,11824,188,11112,524,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-05-05,125,1,130,-6,14113,221,12329,1563,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-05-05,94,0,111,-17,11881,260,10044,1577,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-05-05,77,1,76,0,16340,821,14128,1391,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-05-05,18,0,7,11,7567,118,7145,304,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-05-05,7,0,21,-14,4428,120,4207,101,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-05-05,26,12,0,14,10673,400,7935,2338,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-05-05,55,2,133,-80,14811,380,12955,1476,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-05-05,18,0,18,0,20386,260,11379,8747,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-05-05,23,0,38,-15,9031,153,8627,251,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-05-05,570,15,571,-16,46631,1156,40297,5178,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-05-05,1,0,3,-2,5475,119,5273,83,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-05-05,6,0,56,-50,61563,932,60320,311,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-05-05,29,3,129,-103,12423,341,11544,538,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-05-05,10,0,30,-20,10441,212,9928,301,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-05-05,2,0,7,-5,15664,509,13311,1844,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-05-05,263,5,208,50,37845,824,34673,2348,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-05-05,129,10,51,68,21078,1034,18600,1444,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-05-05,71,3,64,4,29724,980,26430,2314,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-05-06,107,1,38,68,11589,461,9859,1269,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-05-06,146,11,156,-21,45428,1389,42732,1307,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-05-06,65,1,37,27,47827,1220,44744,1863,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-05-06,50,1,45,4,7105,175,6070,860,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-05-06,906,21,566,319,413318,6762,399271,7285,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-05-06,229,5,319,-95,40601,992,36210,3399,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
