Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Time Zone,Population,Population Density,Longitude,Latitude
2021-10-23,150,2,120,28,484519,30173,452464,1882,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-23,74,5,62,7,397746,29586,367748,412,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-23,30,2,42,-14,40924,1055,39651,218,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-23,9,0,18,-9,69773,2383,67292,98,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-23,13,1,5,7,45494,1420,43928,146,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-23,34,0,47,-13,157791,5436,152066,289,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-10-23,14,0,6,8,35671,800,33772,1099,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-10-23,9,0,23,-14,51907,1434,50254,219,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-10-23,1,0,11,-10,53825,1744,52018,63,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-10-23,10,1,2,7,49506,3820,44642,1044,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-10-23,3,0,0,3,14565,261,14280,24,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-10-23,2,0,0,2,12057,303,11691,63,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-10-23,6,0,2,4,27674,811,26669,194,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-10-23,20,1,24,-5,63489,1323,61876,290,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-10-23,8,0,0,8,34132,555,31829,1748,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-10-23,3,0,0,3,23081,354,22619,108,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-10-23,9,0,25,-16,128354,4094,123738,522,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-10-23,2,0,0,2,12308,343,11939,26,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-10-23,32,1,202,-171,109540,2231,106874,435,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-10-23,34,0,36,-2,46923,1587,45165,171,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-10-23,5,0,2,3,20117,526,19518,73,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-10-23,1,0,28,-27,34572,1039,33046,487,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-10-23,9,0,4,5,89711,2142,87257,312,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-10-23,11,0,11,0,59825,3064,56596,165,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-10-23,34,1,20,13,105717,2878,102275,564,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-10-24,10,2,23,-15,38280,2044,36036,200,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-10-24,22,0,27,-5,113717,4019,109295,403,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-10-24,18,0,151,-133,132182,2684,129281,217,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-10-24,1,0,0,1,23083,472,22544,67,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-10-24,131,1,128,2,860880,13575,846177,1128,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-10-24,25,1,36,-12,155657,5241,150008,408,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-10-24,3,0,0,3,11788,460,11272,56,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-10-24,623,29,1037,-443,4240019,143205,4082454,14360,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-10-24,4,0,3,1,29732,781,28882,69,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-10-24,78,2,49,27,705088,14681,689170,1237,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-10-24,57,5,142,-90,484576,30178,452606,1792,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-24,54,2,70,-18,397800,29588,367818,394,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-24,50,0,48,2,40974,1055,39699,220,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-24,6,1,9,-4,69779,2384,67301,94,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-24,11,1,8,2,45505,1421,43936,148,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-24,23,4,37,-18,157814,5440,152103,271,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-10-24,18,0,44,-26,35689,800,33816,1073,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-10-24,12,1,30,-19,51919,1435,50284,200,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-10-24,1,0,8,-7,53826,1744,52026,56,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-10-24,1,1,8,-8,49507,3821,44650,1036,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-10-24,0,0,0,0,14565,261,14280,24,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-10-24,0,0,0,0,12057,303,11691,63,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-10-24,5,0,8,-3,27679,811,26677,191,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-10-24,9,0,13,-4,63498,1323,61889,286,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-10-24,3,0,0,3,34135,555,31829,1751,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-10-24,0,0,0,0,23081,354,22619,108,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-10-24,12,1,37,-26,128366,4095,123775,496,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-10-24,1,0,6,-5,12309,343,11945,21,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-10-24,18,0,57,-39,109558,2231,106931,396,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-10-24,9,1,15,-7,46932,1588,45180,164,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-10-24,0,0,2,-2,20117,526,19520,71,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-10-24,4,0,22,-18,34576,1039,33068,469,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-10-24,9,1,8,0,89720,2143,87265,312,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-10-24,7,2,4,1,59832,3066,56600,166,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-10-24,19,3,47,-31,105736,2881,102322,533,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-10-25,6,1,9,-4,38286,2045,36045,196,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-10-25,14,1,47,-34,113731,4020,109342,369,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-10-25,13,0,12,1,132195,2684,129293,218,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-10-25,0,0,0,0,23083,472,22544,67,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-10-25,82,1,166,-85,860962,13576,846343,1043,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-10-25,13,1,25,-13,155670,5242,150033,395,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-10-25,6,0,0,6,11794,460,11272,62,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-10-25,460,30,1236,-806,4240479,143235,4083690,13554,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-10-25,1,0,14,-13,29733,781,28896,56,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-10-25,68,2,165,-99,705156,14683,689335,1138,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-10-25,44,10,120,-86,484620,30188,452726,1706,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-25,34,7,69,-42,397834,29595,367887,352,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-25,11,0,38,-27,40985,1055,39737,193,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-25,2,0,0,2,69781,2384,67301,96,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-25,3,0,21,-18,45508,1421,43957,130,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-25,13,2,46,-35,157827,5442,152149,236,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-10-25,26,0,149,-123,35715,800,33965,950,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-10-25,7,1,24,-18,51926,1436,50308,182,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-10-25,2,0,8,-6,53828,1744,52034,50,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-10-25,2,1,29,-28,49509,3822,44679,1008,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-10-25,1,0,2,-1,14566,261,14282,23,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-10-25,2,0,1,1,12059,303,11692,64,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-10-25,4,0,45,-41,27683,811,26722,150,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-10-25,10,0,28,-18,63508,1323,61917,268,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-10-25,7,0,0,7,34142,555,31829,1758,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-10-25,0,0,1,-1,23081,354,22620,107,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-10-25,16,0,34,-18,128382,4095,123809,478,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-10-25,0,0,7,-7,12309,343,11952,14,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-10-25,18,0,36,-18,109576,2231,106967,378,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-10-25,15,0,31,-16,46947,1588,45211,148,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-10-25,1,0,2,-1,20118,526,19522,70,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-10-25,5,0,13,-8,34581,1039,33081,461,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-10-25,17,1,61,-45,89737,2144,87326,267,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-10-25,6,1,6,-1,59838,3067,56606,165,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-10-25,14,1,40,-27,105750,2882,102362,506,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-10-26,5,2,16,-13,38291,2047,36061,183,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-10-26,23,3,33,-13,113754,4023,109375,356,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-10-26,21,1,50,-30,132216,2685,129343,188,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-10-26,1,0,6,-5,23084,472,22550,62,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-10-26,38,1,100,-63,861000,13577,846443,980,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-10-26,32,0,40,-8,155702,5242,150073,387,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-10-26,21,0,14,7,11815,460,11286,69,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-10-26,611,35,1141,-565,4241090,143270,4084831,12989,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-10-26,2,0,13,-11,29735,781,28909,45,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-10-26,77,1,66,10,705233,14684,689401,1148,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-10-26,91,8,108,-25,484711,30196,452834,1681,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-26,51,7,72,-28,397885,29602,367959,324,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-26,41,0,44,-3,41026,1055,39781,190,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-26,8,0,14,-6,69789,2384,67315,90,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-26,5,0,23,-18,45513,1421,43980,112,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-26,24,1,30,-7,157851,5443,152179,229,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-10-26,5,2,15,-12,35720,802,33980,938,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-10-26,10,2,19,-11,51936,1438,50327,171,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-10-26,1,0,0,1,53829,1744,52034,51,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-10-26,11,2,56,-47,49520,3824,44735,961,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-10-26,0,0,2,-2,14566,261,14284,21,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-10-26,7,0,8,-1,12066,303,11700,63,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-10-26,2,0,23,-21,27685,811,26745,129,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-10-26,20,1,38,-19,63528,1324,61955,249,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-10-26,12,0,0,12,34154,555,31829,1770,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-10-26,5,0,84,-79,23086,354,22704,28,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-10-26,20,0,22,-2,128402,4095,123831,476,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-10-26,3,1,2,0,12312,344,11954,14,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-10-26,22,0,44,-22,109598,2231,107011,356,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-10-26,12,1,3,8,46959,1589,45214,156,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-10-26,1,0,1,0,20119,526,19523,70,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-10-26,3,0,10,-7,34584,1039,33091,454,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-10-26,9,0,11,-2,89746,2144,87337,265,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-10-26,4,2,73,-71,59842,3069,56679,94,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-10-26,24,0,31,-7,105774,2882,102393,499,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-10-27,5,2,12,-9,38296,2049,36073,174,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-10-27,14,0,23,-9,113768,4023,109398,347,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-10-27,29,0,12,17,132245,2685,129355,205,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-10-27,2,0,0,2,23086,472,22550,64,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-10-27,105,1,145,-41,861105,13578,846588,939,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-10-27,27,1,34,-8,155729,5243,150107,379,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-10-27,8,0,19,-11,11823,460,11305,58,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-10-27,719,29,944,-254,4241809,143299,4085775,12735,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-10-27,2,0,4,-2,29737,781,28913,43,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-10-27,85,3,93,-11,705318,14687,689494,1137,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-10-27,118,7,84,27,484829,30203,452918,1708,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-27,90,6,99,-15,397975,29608,368058,309,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-27,21,0,36,-15,41047,1055,39817,175,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-27,9,1,6,2,69798,2385,67321,92,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-27,2,2,12,-12,45515,1423,43992,100,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-27,21,1,26,-6,157872,5444,152205,223,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
2021-10-27,15,0,44,-29,35735,802,34024,909,Province,Kalimantan Utara,Indonesia,Asia,UTC+08:00,648407,8.59,116.2188791,2.891012621
2021-10-27,11,2,17,-8,51947,1440,50344,163,Province,Kepulauan Bangka Belitung,Indonesia,Asia,UTC+07:00,1379767,84.01,106.5499324,-2.447444127
2021-10-27,6,0,8,-2,53835,1744,52042,49,Province,Kepulauan Riau,Indonesia,Asia,UTC+07:00,1929400,235.24,108.261746,3.916346
2021-10-27,13,2,34,-23,49533,3826,44769,938,Province,Lampung,Indonesia,Asia,UTC+07:00,9095591,262.7,105.0214366,-4.916792975
2021-10-27,0,0,0,0,14566,261,14284,21,Province,Maluku,Indonesia,Asia,UTC+09:00,1847097,39.37,129.576792,-3.192572
2021-10-27,4,0,4,0,12070,303,11704,63,Province,Maluku Utara,Indonesia,Asia,UTC+09:00,1307803,40.89,127.5391072,0.212036949
2021-10-27,6,0,11,-5,27691,811,26756,124,Province,Nusa Tenggara Barat,Indonesia,Asia,UTC+08:00,5270247,283.77,117.5086257,-8.606998866
2021-10-27,21,0,38,-17,63549,1324,61993,232,Province,Nusa Tenggara Timur,Indonesia,Asia,UTC+08:00,5411321,111.07,121.592271,-8.682205
2021-10-27,9,0,2,7,34163,555,31831,1777,Province,Papua,Indonesia,Asia,UTC+09:00,4340348,13.6,138.69603,-4.66620953
2021-10-27,1,0,5,-4,23087,354,22709,24,Province,Papua Barat,Indonesia,Asia,UTC+09:00,1140701,11.08,132.9762624,-2.045160182
2021-10-27,17,1,20,-4,128419,4096,123851,472,Province,Riau,Indonesia,Asia,UTC+07:00,6074100,69.8,101.8051092,0.511647851
2021-10-27,2,0,2,0,12314,344,11956,14,Province,Sulawesi Barat,Indonesia,Asia,UTC+08:00,1559984,92.93,119.3450194,-2.461746053
2021-10-27,33,0,38,-5,109631,2231,107049,351,Province,Sulawesi Selatan,Indonesia,Asia,UTC+08:00,9426885,201.78,120.1620559,-3.731080714
2021-10-27,12,0,22,-10,46971,1589,45236,146,Province,Sulawesi Tengah,Indonesia,Asia,UTC+08:00,2955567,47.79,121.2010927,-1.00413668
2021-10-27,0,1,2,-3,20119,527,19525,67,Province,Sulawesi Tenggara,Indonesia,Asia,UTC+08:00,2635461,69.23,122.070311,-4.124688793
2021-10-27,6,0,24,-18,34590,1039,33115,436,Province,Sulawesi Utara,Indonesia,Asia,UTC+08:00,2641884,190.17,124.5212396,1.259638212
2021-10-27,4,0,8,-4,89750,2144,87345,261,Province,Sumatera Barat,Indonesia,Asia,UTC+07:00,5519245,131.37,100.4650624,-0.850253225
2021-10-27,9,0,8,1,59851,3069,56687,95,Province,Sumatera Selatan,Indonesia,Asia,UTC+07:00,8217551,89.72,104.1694647,-3.216211808
2021-10-27,12,0,57,-45,105786,2882,102450,454,Province,Sumatera Utara,Indonesia,Asia,UTC+07:00,14874889,203.82,99.05196442,2.191894453
2021-10-28,6,2,15,-11,38302,2051,36088,163,Province,Aceh,Indonesia,Asia,UTC+07:00,5247257,90.54,96.91052174,4.225614628
2021-10-28,24,0,50,-26,113792,4023,109448,321,Province,Bali,Indonesia,Asia,UTC+08:00,4216171,729.43,115.1317136,-8.369471688
2021-10-28,15,0,7,8,132260,2685,129362,213,Province,Banten,Indonesia,Asia,UTC+07:00,10722374,1109.64,106.1090043,-6.456736388
2021-10-28,1,0,1,0,23087,472,22551,64,Province,Bengkulu,Indonesia,Asia,UTC+07:00,1999539,100.38,102.3384213,-3.533583627
2021-10-28,131,1,99,31,861236,13579,846687,970,Province,DKI Jakarta,Indonesia,Asia,UTC+07:00,10846145,16334.31,106.8361183,-6.204698991
2021-10-28,30,2,40,-12,155759,5245,150147,367,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,UTC+07:00,3631015,1158.9,110.4448783,-7.89450185
2021-10-28,2,0,0,2,11825,460,11305,60,Province,Gorontalo,Indonesia,Asia,UTC+08:00,1180651,104.88,122.3760581,0.687002604
2021-10-28,723,34,984,-295,4242532,143333,4086759,12440,Country,,Indonesia,Asia,,265185520,138.34,113.921327,-0.789275
2021-10-28,2,0,2,0,29739,781,28915,43,Province,Jambi,Indonesia,Asia,UTC+07:00,3493357,69.79,102.7236404,-1.69769766
2021-10-28,112,6,98,8,705430,14693,689592,1145,Province,Jawa Barat,Indonesia,Asia,UTC+07:00,45161325,1276.55,107.6037083,-6.920432083
2021-10-28,88,6,77,5,484917,30209,452995,1713,Province,Jawa Tengah,Indonesia,Asia,UTC+07:00,36364072,1108.64,110.2011149,-7.259097177
2021-10-28,72,4,72,-4,398047,29612,368130,305,Province,Jawa Timur,Indonesia,Asia,UTC+07:00,40479023,846.78,112.7329414,-7.723345579
2021-10-28,18,0,41,-23,41065,1055,39858,152,Province,Kalimantan Barat,Indonesia,Asia,UTC+07:00,5422814,36.81,111.1211776,-0.086474572
2021-10-28,8,0,18,-10,69806,2385,67339,82,Province,Kalimantan Selatan,Indonesia,Asia,UTC+08:00,4023049,103.84,115.4385783,-2.993594979
2021-10-28,8,0,9,-1,45523,1423,44001,99,Province,Kalimantan Tengah,Indonesia,Asia,UTC+07:00,2570289,16.74,113.4176536,-1.602484653
2021-10-28,17,2,24,-9,157889,5446,152229,214,Province,Kalimantan Timur,Indonesia,Asia,UTC+08:00,3552191,27.52,116.4684405,0.45385803
